no_bap,no_voucher,date,
BAP 13-0250,041/SBM/RMH/12.08,2013-04-18,041/SBM/1/36.26.1/II/12
BAP 13-0251,120/SBM/RMH/12.07,2013-04-23,120/SBM/1/38.26.1/VI/12
BAP 13-0252,254/SBM/RMH/12.05,2013-04-23,254/SBM/1/5.26.1/X/12
BAP 13-0254,276/SBM/RMH/12.03,2013-04-23,276/SBM/1/38.26.1/XI/12
BAP 13-0260,325/SBM/RMH/12.02,2013-04-23,325/SBM/1/38.26.1/XII/12
BAP 13-0260,325/SBM/RMH/12.02,2013-04-23,IL.001/T-325/12
BAP 13-0260,325/SBM/RMH/12.02,2013-04-23,IL.001/T-325/12
BAP 13-0260,325/SBM/RMH/12.02,2013-04-23,IL.001/T-325/12
BAP 13-0261,221/SBM/RMH/12.05,2013-04-23,221/SBM/1/35.26.1/IX/12
BAP 13-0263,330/SBM/12.01,2013-03-11,330/SBM/1/38.26.1/XII/12
BAP 13-0263,330/SBM/12.01,2013-03-11,330/SBM/1/38.26.1/XII/12
BAP 13-0264,330/SBM/12.02,2013-04-23,330/SBM/1/38.26.1/XII/12
BAP 13-0265,074/SBM/13.01,2013-04-23,074/SBM/1/36.26.1/III/13
BAP 13-0266,047/SPK/EST/13.02,2013-04-16,047/SPK/EST/CG/II/13
BAP 13-0266,047/SPK/EST/13.02,2013-04-16,IL.001/K-047/13
BAP 13-0267,066/SBM/RMH/13.01,2013-04-23,066/SBM/1/31.26.1/III/13
BAP 13-0268,075/SBM/RMH/13.1,2013-04-23,075/SBM/1/35.26.1/III/13
BAP 13-0269,329/SBM/PROM/12.03,2013-04-23,329/SBM/Prom/Mkt/XII/12
BAP 13-0270,034/SBM/RMH/13.01,2013-04-23,034/SBM/1/38.26.1/II/13
BAP 13-0271,290/SBM/RMH/12.02,2013-04-25,290/SBM/1/34.26.1/XI/12
BAP 13-0273,232/SBM/RMH/12.02,2013-04-25,232/SBM/1/34.26.1/IX/12
BAP 13-0273,232/SBM/RMH/12.02,2013-04-25,IL.001/T-232/12
BAP 13-0273,232/SBM/RMH/12.02,2013-04-25,IL.001/T-232/12
BAP 13-0274,071/SBM/RMH/12.05,2013-04-25,071/SBM/1/35.26.1/III/12
BAP 13-0274,071/SBM/RMH/12.05,2013-04-25,071/SBM/1/35.26.1/III/12
BAP 13-0274,071/SBM/RMH/12.05,2013-04-25,Add-01-071/12
BAP 13-0274,071/SBM/RMH/12.05,2013-04-25,Add-01-071/12
BAP 13-0274,071/SBM/RMH/12.05,2013-04-25,Add-01-071/12
BAP 13-0277,222/SBM/RMH/12.04,2013-04-25,222/SBM/1/30.26.1/IX/12
BAP 13-0277,222/SBM/RMH/12.04,2013-04-25,Add-01-222/12
BAP 13-0277,222/SBM/RMH/12.04,2013-04-25,Add-01-222/12
BAP 13-0277,222/SBM/RMH/12.04,2013-04-25,Add-01-222/12
BAP 13-0278,023/SBM/RMH/12.06,2013-04-25,023/SBM/1/35.26.1/II/12
BAP 13-0279,059/SBM/MAL/13.01,2013-04-25,059/SBM/1/10.27.3/III/13
BAP 13-0280,055/SPK/EST/13.02,2013-04-25,055/SPK/EST/CG/III/13
BAP 13-0281,305/SBM/RMH/12.03,2013-04-25,305/SBM/1/38.26.1/XI/12
BAP 13-0283,296/SBM/RMH/12.02,2013-04-25,296/SBM/1/38.26.1/XI/12
BAP 13-0284,085/SBM/RMH/13.01,2013-04-25,085/SBM/1/35.26.1/IV/13
BAP 13-0285,089/SBM/RMH/13.01,2013-04-25,089/SBM/1/5.26.1/IV/13
BAP 13-0286,096/SBM/RMH/13.01,2013-04-25,096/SBM/1/36.26.1/IV/13
BAP 13-0287,147/SBM/RMH/12.05,2013-04-25,147/SBM/1/5.26.1/VII/12
BAP 13-0288,005/SBM/PRS/13.01,2013-04-29,005/SBM/1/38.7.6/I/13
BAP 13-0288,005/SBM/PRS/13.01,2013-04-29,005/SBM/1/38.7.6/I/13
BAP 13-0289,069/SBM/RMH/12.08,2013-04-30,069/SBM/1/35.26.1/III/12
BAP 13-0290,046/SPK/EST/13.01,2013-04-25,046/SPK/EST/CG/II/13
BAP 13-0290,046/SPK/EST/13.01,2013-04-25,046/SPK/EST/CG/II/13
BAP 13-0290,046/SPK/EST/13.01,2013-04-25,Add-01-046/13
BAP 13-0290,046/SPK/EST/13.01,2013-04-25,Add-01-046/13
BAP 13-0291,072/SBM/KSL/13.01,2013-04-30,072/SBM/1/1.1.8/III/13
BAP 13-0292,166/SBM/RMH/12.06,2013-05-02,166/SBM/1/38.26.1/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,162/SBM/1/38.5.6/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,162/SBM/1/38.5.6/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,162/SBM/1/38.5.6/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,162/SBM/1/38.5.6/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,162/SBM/1/38.5.6/VII/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,Add.01-162/12
BAP 13-0293,162/SBM/ME/12.02,2013-05-02,Add.01-162/12
BAP 13-0294,225/SBM/PRS/12.03,2013-05-02,225/SBM/1/35.3.4/IX/12
BAP 13-0294,225/SBM/PRS/12.03,2013-05-02,IL.002/T-225/12
BAP 13-0294,225/SBM/PRS/12.03,2013-05-02,IL.003/T-225/12
BAP 13-0296,320/SBM/RMH/12.03,2013-05-02,320/SBM/1/31.26.1/XII/12
BAP 13-0297,253/SBM/TMN/12.02   ,2013-05-06,253/SBM/1/36.12.5/X/12
BAP 13-0298,038/SBM/TMN/13.01,2013-05-06,038/SBM/1/1.12.5/II/13
BAP 13-0298,038/SBM/TMN/13.01,2013-05-06,038/SBM/1/1.12.5/II/13
BAP 13-0298,038/SBM/TMN/13.01,2013-05-06,038/SBM/1/1.12.5/II/13
BAP 13-0299,029/SBM/TMN/13.01,2013-05-06,029/SPK/EST/CG/II/13
BAP 13-0299,029/SBM/TMN/13.01,2013-05-06,029/SPK/EST/CG/II/13
BAP 13-0300,094/SBM/TMN/13.01,2013-05-06,094/SBM/1/31.12.5/IV/13
BAP 13-0300,094/SBM/TMN/13.01,2013-05-06,IL.001/K-094/13
BAP 13-0301,003/SBM/PRS/13.01,2013-05-06,003/SBM/1/31.13.4/I/13
BAP 13-0301,003/SBM/PRS/13.01,2013-05-06,003/SBM/1/31.13.4/I/13
BAP 13-0302,092SBM/PND/13.01,2013-05-06,092/SBM/1/36.1.3/IV/13
BAP 13-0303,167/SBM/RMH/12.08,2013-05-06,167/SBM/1/36.26.1/VII/12
BAP 13-0305,036/SBM/RMH/13.02,2013-05-06,036/SBM/1/36.26.1/II/13
BAP 13-0306,233/SBM/RMH/12.05,2013-05-06,233/SBM/1/36.26.1/X/12
BAP 13-0307,080/SPK/EST/13.02,2013-05-08,080/SBPK/EST/CG/IV/13
BAP 13-0308,183/SBM/RMH/12.04,2013-05-07,183/SBM/1/38.26.1/VIII/12
BAP 13-0309,053/SPK/EST/13.01,2013-05-07,053/SPK/EST/CG/III/13
BAP 13-0309,053/SPK/EST/13.01,2013-05-07,053/SPK/EST/CG/III/13
BAP 13-0310,062/SBM/RMH/13.01,2013-05-07,062/SBM/1/35.26.1/III/13
BAP 13-0311,102/SBM/RMH/13.01,2013-05-07,102/SBM/1/38.26.1/IV/13
BAP 13-0312,048/SBM/RMH/13.01,2013-05-07,048/SBM/1/36.26.1/II/13
BAP 13-0313,050/SBM/RMH/13.02,2013-05-08,050/SBM/1/31.26.1/II/13
BAP 13-0314,010/SBM/RMH/12.06,2013-05-16,010/SBM/1/36.26.1/12
BAP 13-0314,010/SBM/RMH/12.06,2013-05-16,IL.003/T-010/12
BAP 13-0314,010/SBM/RMH/12.06,2013-05-16,IL.003/T-010/12
BAP 13-0314,010/SBM/RMH/12.06,2013-05-16,IL.008/T-010/12
BAP 13-0314,010/SBM/RMH/12.06,2013-05-16,IL.008/T-010/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,009/SBM/1/36.26.1/I/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.005/T-009/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.005/T-009/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.006/T-009/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.006/T-009/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.007/T-009/12
BAP 13-0315,009/SBM/RMH/12.07,2013-05-16,IL.007/T-009/12
BAP 13-0316,049/SBM/RMH/12.07,2013-05-16,049/SBM/1/36.26.1/II/12
BAP 13-0316,049/SBM/RMH/12.07,2013-05-16,IL.006/T-049/12
BAP 13-0316,049/SBM/RMH/12.07,2013-05-16,IL.006/T-049/12
BAP 13-0317,090/SPK/EST/13.01,2013-05-07,090/SPK/EST/CG/IV/13
BAP 13-0318,215/SPK/EST/12.02,2013-05-07,215/SPK/EST/CG/IX/12
BAP 13-0319,030/SBM/PRS/13.01,2013-05-07,030/SBM/1/1.13.4/II/13
BAP 13-0320,177/SBM/EST/12.03,2013-05-07,177/SPK/EST/CG/VIII/12
BAP 13-0321,033/SBM/PND/13.03,2013-05-14,033/SBM/1/36.12.5/II/13
BAP 13-0322,057/SBM/TMN/13.01,2013-05-14,057/SBM/1/38.12.5/III/13
BAP 13-0322,057/SBM/TMN/13.01,2013-05-14,057/SBM/1/38.12.5/III/13
BAP 13-0322,057/SBM/TMN/13.01,2013-05-14,057/SBM/1/38.12.5/III/13
BAP 13-0323,058/SBM/TMN/13.01,2013-05-14,058/SBM/1/38.12.5/III/13
BAP 13-0323,058/SBM/TMN/13.01,2013-05-14,058/SBM/1/38.12.5/III/13
BAP 13-0323,058/SBM/TMN/13.01,2013-05-14,058/SBM/1/38.12.5/III/13
BAP 13-0325,073/SBM/PRS/13.01,2013-05-14,073/SBM/1/38.4.4/III/13
BAP 13-0325,073/SBM/PRS/13.01,2013-05-14,073/SBM/1/38.4.4/III/13
BAP 13-0326,262/SBM/ME/12.03,2013-05-14,262/SBM/1/19.6.6/X/12
BAP 13-0327,297/SBM/ME/12.02,2013-05-14,297/SBM/1/1.6.6/XI/12
BAP 13-0328,304/SBM/ME/12.02,2013-05-14,304/SBM/1/27.5.6/XI/12
BAP 13-0332,081/SBM/ME/12.03,2013-05-14,081/SBM/1/35.5.6/IV/12
BAP 13-0333,004/SBM/ME/13.01,2013-02-19,004/SBM/1/38.5.6/I/13
BAP 13-0334,004/SBM/ME/13.02,2013-05-14,004/SBM/1/38.5.6/I/13
BAP 13-0334,004/SBM/ME/13.02,2013-05-14,004/SBM/1/38.5.6/I/13
BAP 13-0335,109/SBM/RMH/13.01,2013-05-14,109/SBM/1/38.26.1/IV/13
BAP 13-0336,007/SPK/TMN/13.05,2013-05-14,007/SPK/EST/CG/I/13
BAP 13-0337,047/SPK/EST/13.03,2013-05-14,047/SPK/EST/CG/II/13
BAP 13-0338,254/SBM/RMH/12.06,2013-05-15,254/SBM/1/5.26.1/X/12
BAP 13-0339,012/SBM/RMH/13.02,2013-05-15,012/SBM/1/26.26.1/I/13
BAP 13-0340,146/SBM/RMH/12.07,2013-05-14,146/SBM/1/36.26.1/VII/12
BAP 13-0342,280/SBM/RMH/12.03,2013-05-16,280/SBM/1/26.26.1/XI/12
BAP 13-0344,180/SBM/RMH/12.05,2013-05-16,180/SBM/1/38.26.1/VIII/12
BAP 13-0346,184/SBM/RMH/12.05,2013-05-16,184/SBM/1/38.26.1/VIII/12
BAP 13-0350,189/SBM/RMH/12.04,2013-05-16,189/SBM/1/38.26.1/VIII/12
BAP 13-0350,189/SBM/RMH/12.04,2013-05-16,IL.004/T-189/12
BAP 13-0350,189/SBM/RMH/12.04,2013-05-16,IL.004/T-189/12
BAP 13-0350,189/SBM/RMH/12.04,2013-05-16,IL.004/T-189/12
BAP 13-0351,175/SBM/RMH/12.07,2013-05-16,175/SBM/1/35.26.1/VIII/12
BAP 13-0352,135/SBM/RMH/12.07,2013-05-16,135/SBM/1/35.26.1/VI/12
BAP 13-0352,135/SBM/RMH/12.07,2013-05-16,IL.002/T-135/12
BAP 13-0352,135/SBM/RMH/12.07,2013-05-16,IL.002/T-135/12
BAP 13-0353,123/SBM/PRS/13.01,2013-05-16,123/SBM/1/36.3.4/V/13
BAP 13-0354,284/SBM/RMH/12.04,2013-05-20,284/SBM/1/38.26.1/XI/12
BAP 13-0355,300/SBM/RMH/12.02,2013-05-20,300/SBM/1/38.26.1/XI/12
BAP 13-0357,107/SBM/PRS/13.01,2013-05-20,107/SBM/PROMOSI/IV/13
BAP 13-0358,223/SBM/RMH/12.04,2013-05-20,223/SBM/1/5.26.1/IX/12
BAP 13-0360,100/SBM/RMH/13.01,2013-05-21,100/SBM/1/36.26.1/IV/13
BAP 13-0361,111/SBM/RMH/13.01,2013-05-21,111/SBM/1/35.26.1/IV/13
BAP 13-0362,044/SBM/RMH/13.02,2013-05-21,044/SBM/1/31.26.1/II/13
BAP 13-0363,105/SBM/RMH/13.01,2013-05-21,105/SBM/1/38.26.1/IV/13
BAP 13-0364,104/SBM/RMH/13.01,2013-05-21,104/SBM1/38.26.1/IV/13
BAP 13-0365,034/SBM/RMH/13.02,2013-05-23,034/SBM/1/38.26.1/II/13
BAP 13-0366,067/SBM/RMH/13.01,2013-05-23,067/SBM/1/38.26.1/III/13
BAP 13-0367,229/SBM/RMH/12.05,2013-05-23,229/SBM/1/38.26.1/IX/12
BAP 13-0367,229/SBM/RMH/12.05,2013-05-23,229/SBM/1/38.26.1/IX/12
BAP 13-0368,082/SBM/RMH/13.01,2013-05-23,082/SBM/1/38.26.1/IV/13
BAP 13-0369,296/SBM/RMH/12.03,2013-05-23,296/SBM/1/38.26.1/XI/12
BAP 13-0370,299/SBM/RMH/12.03,2013-05-23,299/SBM/1/38.26.1/XI/12
BAP 13-0371,036/SBM/RMH/13.03,2013-05-27,036/SBM/1/36.26.1/II/13
BAP 13-0372,035/SBM/RMH/13.03,2013-05-23,035/SBM/1/36.26.1/II/13
BAP 13-0374,055/SPK/EST/13.03,2013-05-23,055/SPK/EST/CG/III/13
BAP 13-0375,125/SBM/PRS/13.01,2013-05-23,125/SBM/1/1.4.4/V/13
BAP 13-0376,200/SBM/PRS/12.02,2013-05-27,200/SBM/1/1.6.6/VIII/12
BAP 13-0376,200/SBM/PRS/12.02,2013-05-27,200/SBM/1/1.6.6/VIII/12
BAP 13-0377,054/SBM/RMH/13.01,2013-04-04,054/SBM/1/36.26.1/III/13
BAP 13-0378,054/SBM/RMH/13.02,2013-05-06,054/SBM/1/36.26.1/III/13
BAP 13-0379,054/SBM/RMH/13.03,2013-05-27,054/SBM/1/36.26.1/III/13
BAP 13-0380,032/SBM/PROM/13.02,2013-05-27,032/SBM/Prom/Mkt/II/13
BAP 13-0381,334/SBM/RMH/12.01,2013-05-23,334/SBM/1/35.26.1/XII/12
BAP 13-0381,334/SBM/RMH/12.01,2013-05-23,334/SBM/1/35.26.1/XII/12
BAP 13-0382,022/SBM/RMH/13.02,2013-05-23,022/SBM/1/35.26.1/II/13
BAP 13-0384,040/SPK/EST/13.01,2013-05-23,040/SPK/EST/CG/II/13
BAP 13-0385,027/SPK/EST/CG/13.01,2013-05-23,027/SPK/EST/CG/II/13
BAP 13-0385,027/SPK/EST/CG/13.01,2013-05-23,027/SPK/EST/CG/II/13
BAP 13-0386,069/SPK/EST/13.01,2013-05-23,069/SPK/EST/CG/III/13
BAP 13-0386,069/SPK/EST/13.01,2013-05-23,069/SPK/EST/CG/III/13
BAP 13-0387,238/SBM/RMH/12.05,2013-05-23,238/SBM/1/26.26.1/X/12
BAP 13-0388,128/SPK/EST/13.01,2013-05-23,128/SPK/EST/CG/V/13
BAP 13-0389,320/SBM/RMH/12.04,2013-05-28,320/SBM/1/31.26.1/XII/12
BAP 13-0390,043/SPK/EST/CG/13.01,2013-05-23,043/SPK/EST/CG/II/13
BAP 13-0391,073/SBM/PRS/13.02,2013-06-04,073/SBM/1/38.4.4/III/13
BAP 13-0391,073/SBM/PRS/13.02,2013-06-04,073/SBM/1/38.4.4/III/13
BAP 13-0391,073/SBM/PRS/13.02,2013-06-04,073/SBM/1/38.4.4/III/13
BAP 13-0391,073/SBM/PRS/13.02,2013-06-04,073/SBM/1/38.4.4/III/13
BAP 13-0392,025/SPK/EST/13.03,2013-05-30,025/SPK/EST/CG/II/13
BAP 13-0393,228/SBM/RMH/12.4,2013-05-30,228/SBM/1/5.26.1/IX/12
BAP 13-0394,279/SBM/RUKO/12.03,2013-05-30,279/SBM/1/27.26.2/XI/12
BAP 13-0395,081/SBM/PRS/13.01,2013-05-30,081/SPK/EST/CG/IV/13
BAP 13-0395,081/SBM/PRS/13.01,2013-05-30,081/SPK/EST/CG/IV/13
BAP 13-0396,132/SBM/RMH/13.01,2013-06-03,132/SBM/1/27.26.1/V/13
BAP 13-0397,147/SBM/RMH/12.06,2013-05-30,147/SBM/1/5.26.1/VII/12
BAP 13-0399,270/SBM/RMH/12.05,2013-06-05,270/SBM/1/31.26.1/X/12
BAP 13-0400,031/SPK/EST/12.02,2013-06-04,031/SPK/EST/CG/II/12
BAP 13-0400,031/SPK/EST/12.02,2013-06-04,IL.002/T-031/12
BAP 13-0400,031/SPK/EST/12.02,2013-06-04,IL.002/T-031/12
BAP 13-0401,062/SBM/PRS/12.02,2013-06-04,062/SPK/EST/CG/III/12
BAP 13-0402,084/SPK/EST/13.01,2013-06-05,084/SPK/EST/CG/IV/13
BAP 13-0403,251/SBM/PRS/12.03,2013-06-04,251/SBM/1/3.4.4/X/12
BAP 13-0404,101/SBM/PRS/13.01,2013-06-04,101/SBM/1/19.4.4/IV/13
BAP 13-0405,127/SBM/RMH/13.01,2013-06-04,127/SBM/1/35.26.1/V/13
BAP 13-0406,091/SBM/KSL/13.01,2013-06-04,091/SBM/1/36.1.8/IV/13
BAP 13-0408,062/SBM/RMH/13.02,2013-06-20,062/SBM/1/35.26.1/III/13
BAP 13-0409,075/SBM/RMH/13.2,2013-06-20,075/SBM/1/35.26.1/III/13
BAP 13-0410,235/SBM/ME/12.01,2013-06-04,235/SBM/1/36.13.6/X/12
BAP 13-0411,236/SBM/ME/12.01,2013-06-04,236/SBM/1/38.13.6/X/12
BAP 13-0412,114/SPK/EST/13.01,2013-06-05,114/SPK/EST/CG/IV/13
BAP 13-0414,331/SPK/EST/12.01,2013-02-19,331/SPK/EST/CG/XII/12
BAP 13-0415,331/SPK/EST/12.02,2013-06-10,331/SPK/EST/CG/XII/12
BAP 13-0415,331/SPK/EST/12.02,2013-06-10,331/SPK/EST/CG/XII/12
BAP 13-0416,133/SBM/RMH/13.01,2013-06-07,133/SBM/1/36.26.1/V/13
BAP 13-0417,233/SBM/RMH/12.06,2013-06-07,233/SBM/1/36.26.1/X/12
BAP 13-0418,060/SBM/PRS/12.06,2013-06-10,IL.007/T-060/12
BAP 13-0418,060/SBM/PRS/12.06,2013-06-10,IL.007/T-060/12
BAP 13-0419,072/SBM/KSL/13.02,2013-06-10,072/SBM/1/1.1.8/III/13
BAP 13-0420,061/SBM/PRS/13.01,2013-04-25,061/SBM/1/27.4.4/III/13
BAP 13-0421,061/SBM/PRS/13.02,2013-06-11,061/SBM/1/27.4.4/III/13
BAP 13-0422,313/SBM/PRS/13.01,2013-06-11,313/SBM/1/27.2.4/XII/12
BAP 13-0422,313/SBM/PRS/13.01,2013-06-11,313/SBM/1/27.2.4/XII/12
BAP 13-0423,326/SPK/EST/12.01,2013-02-19,326/SPK/EST/CG/XII/12
BAP 13-0424,326/SPK/EST/12.02,2013-06-11,326/SPK/EST/CG/XII/12
BAP 13-0424,326/SPK/EST/12.02,2013-06-11,326/SPK/EST/CG/XII/12
BAP 13-0425,048/SBM/RMH/13.02,2013-06-11,048/SBM/1/36.26.1/II/13
BAP 13-0426,111/SBM/RMH/13.02,2013-06-11,111/SBM/1/35.26.1/IV/13
BAP 13-0427,047/SPK/EST/13.04,2013-06-11,047/SPK/EST/CG/II/13
BAP 13-0427,047/SPK/EST/13.04,2013-06-11,IL.002/K-047/13
BAP 13-0428,007/SPK/TMN/13.06,2013-06-11,007/SPK/EST/CG/I/13
BAP 13-0429,082/SBM/RMH/13.02,2013-06-11,082/SBM/1/38.26.1/IV/13
BAP 13-0430,131/SBM/RMH/12.06,2013-06-11,131/SBM/1/38.26.1/VI/12
BAP 13-0431,164/SBM/RMH/12.05,2013-06-11,164/SBM/1/38.26.1/VII/12
BAP 13-0431,164/SBM/RMH/12.05,2013-06-11,164/SBM/1/38.26.1/VII/12
BAP 13-0432,141/SPK/EST/12.02,2013-06-11,141/SPK/EST/CG/VII/12
BAP 13-0433,095/SBM/TMN/13.01,2013-06-13,095/SBM/1/38.12.5/IV/13
BAP 13-0434,299/SBM/RMH/12.04,2013-06-14,299/SBM/1/38.26.1/XI/12
BAP 13-0435,333/SBM/RMH/12.02,2013-06-13,333/SBM/1/38.26.1/XII/12
BAP 13-0436,022/SBM/RMH/13.03,2013-06-17,022/SBM/1/35.26.1/II/13
BAP 13-0437,126/SBM/RMH/13.01,2013-06-14,126/SBM/1/35.26.1/V/13
BAP 13-0438,100/SBM/RMH/13.02,2013-06-13,100/SBM/1/36.26.1/IV/13
BAP 13-0439,273/SBM/KSL/13.01,2013-06-14,273/SBM/1/27.1.7/XI/12
BAP 13-0440,035/SBM/KSL/13.01,2013-06-14,035/SBM/1/29.1.8/II/12
BAP 13-0441,139/SBM/KSL/12.01,2013-06-14,139/SBM/1/19.1.8/VII/12
BAP 13-0442,035/SBM/RMH/13.04,2013-06-20,035/SBM/1/36.26.1/II/13
BAP 13-0443,054/SBM/RMH/13.04,2013-06-20,054/SBM/1/36.26.1/III/13
BAP 13-0444,036/SBM/RMH/13.04,2013-06-20,036/SBM/1/36.26.1/II/13
BAP 13-0445,233/SBM/RMH/12.07,2013-06-27,233/SBM/1/36.26.1/X/12
BAP 13-0446,016/SBM/RMH/13.02,2013-06-20,016/SBM/1/38.26.1/I/13
BAP 13-0447,330/SBM/12.04,2013-06-20,330/SBM/1/38.26.1/XII/12
BAP 13-0448,325/SBM/RMH/12.03,2013-06-20,325/SBM/1/38.26.1/XII/12
BAP 13-0448,325/SBM/RMH/12.03,2013-06-20,IL.001/T-325/12
BAP 13-0449,095/SBM/RMH/12.05,2013-06-20,095/SBM/1/27.26.1/V/12
BAP 13-0449,095/SBM/RMH/12.05,2013-06-20,095/SBM/1/27.26.1/V/12
BAP 13-0450,221/SBM/RMH/12.06,2013-06-20,221/SBM/1/35.26.1/IX/12
BAP 13-0451,120/SBM/PRS/13.01,2013-06-25,120/SBM/1/38.7.6/IV/13
BAP 13-0452,115/SBM/PRS/13.01,2013-06-20,115/SBM/1/38.4.4/IV/13
BAP 13-0453,012/SBM/RMH/13.03,2013-06-20,012/SBM/1/26.26.1/I/13
BAP 13-0454,067/SBM/RMH/13.02,2013-06-20,067/SBM/1/38.26.1/III/13
BAP 13-0456,055/SPK/EST/13.04,2013-06-20,055/SPK/EST/CG/III/13
BAP 13-0457,140/SBM/PRM/13.01,2013-06-25,140/SBM/Promosi/Mkt/V/13
BAP 13-0458,024/SPK/EST/13.03,2013-06-25,024/SPK/EST/CG/II/13
BAP 13-0459,079/SPK/EST/13.02,2013-06-25,079/SPK/EST/CG/IV/13
BAP 13-0460,152/SBM/RMH/13.01,2013-06-27,152/SBM/1/27.26.1/V/13
BAP 13-0462,130/SBM/PRS/13.01,2013-06-27,130/SBM/1/36.26.1/V/13
BAP 13-0462,130/SBM/PRS/13.01,2013-06-27,130/SBM/1/36.26.1/V/13
BAP 13-0464,139/SBM/RMH/13.01,2013-06-27,139/SBM/1/38.26.1/V/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,031/SBM/1/35.26.1/II/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,031/SBM/1/35.26.1/II/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.001/K-031/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.001/K-031/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.003/K-031/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.003/K-031/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.004/K-031/13
BAP 13-0467,031/SBM/RMH/13.01,2013-06-20,IL.004/K-031/13
BAP 13-0468,202/SBM/PRS/12.02,2013-06-27,202/SPK/EST/CG/IX/12
BAP 13-0469,118/SBM/PRS/12.02,2013-06-27,118/SBM/1/36.11.3/VI/12
BAP 13-0469,118/SBM/PRS/12.02,2013-06-27,IL.001/K-118/12
BAP 13-0469,118/SBM/PRS/12.02,2013-06-27,IL.001/K-118/12
BAP 13-0471,196/SBM/RMH/12.06,2013-06-27,196/SBM/1/38.26.1/VIII/12
BAP 13-0471,196/SBM/RMH/12.06,2013-06-27,196/SBM/1/38.26.1/VIII/12
BAP 13-0472,161/SBM/RMH/13.01,2013-06-27,161/SBM/1/38.26.1/V/13
BAP 13-0473,173/SPK/EST/13.01,2013-06-27,173/SPK/EST/CG/VI/13
BAP 13-0474,163/SPK/EST/13.01,2013-06-27,163/SPK/EST/CG/VI/13
BAP 13-0475,109/SBM/RMH/13.02,2013-07-02,109/SBM/1/38.26.1/IV/13
BAP 13-0476,106/SPK/EST/13.01,2013-07-02,106/SPK/EST/CG/IV/13
BAP 13-0476,106/SPK/EST/13.01,2013-07-02,106/SPK/EST/CG/IV/13
BAP 13-0477,138/SBM/PRS/13.01,2013-07-02,138/SBM/1/38.4.4/V/13
BAP 13-0478,188/SBM/RMH/12.05,2013-07-11,188/SBM/1/38.26.1/VIII/12
BAP 13-0478,188/SBM/RMH/12.05,2013-07-11,188/SBM/1/38.26.1/VIII/12
BAP 13-0478,188/SBM/RMH/12.05,2013-07-11,IL.003/T-188/12
BAP 13-0478,188/SBM/RMH/12.05,2013-07-11,IL.003/T-188/12
BAP 13-0479,187/SBM/RMH/12.05,2013-07-11,187/SBM/1/38.26.1/VIII/12
BAP 13-0479,187/SBM/RMH/12.05,2013-07-11,187/SBM/1/38.26.1/VIII/12
BAP 13-0479,187/SBM/RMH/12.05,2013-07-11,IL.003/T-187/13
BAP 13-0479,187/SBM/RMH/12.05,2013-07-11,IL.003/T-187/13
BAP 13-0480,183/SBM/RMH/12.05,2013-07-11,183/SBM/1/38.26.1/VIII/12
BAP 13-0480,183/SBM/RMH/12.05,2013-07-11,183/SBM/1/38.26.1/VIII/12
BAP 13-0482,300/SBM/RMH/12.04,2013-07-11,300/SBM/1/38.26.1/XI/12
BAP 13-0483,086/SPK/EST/13.01,2013-07-02,086/SPK/EST/CG/IV/13
BAP 13-0484,011/SPK/EST/13.01,2013-07-02,011/SPK/EST/CG/I/13
BAP 13-0485,166/SBM/RMH/12.07,2013-07-02,166/SBM/1/38.26.1/VII/12
BAP 13-0486,223/SBM/RMH/12.05,2013-07-02,223/SBM/1/5.26.1/IX/12
BAP 13-0487,034/SBM/RMH/13.03,2013-07-02,034/SBM/1/38.26.1/II/13
BAP 13-0488,082/SBM/RMH/13.03,2013-07-02,082/SBM/1/38.26.1/IV/13
BAP 13-0489,296/SBM/RMH/12.04,2013-07-02,296/SBM/1/38.26.1/XI/12
BAP 13-0490,280/SBM/RMH/12.04,2013-07-02,280/SBM/1/26.26.1/XI/12
BAP 13-0491,334/SBM/RMH/12.02,2013-07-02,334/SBM/1/35.26.1/XII/12
BAP 13-0492,175/SBM/PRS/13.01,2013-07-02,175/SBM/1/1.4.4/VI/13
BAP 13-0493,117/SBM/PRS/13.01,2013-07-04,117/SBM/1/29.26.1/IV/13
